symbol,fractionable
WFCL,False
OTSPS,False
JSGCF,False
QKIE,False
SMSOF,False
ISHI,False
OXIDF,False
NANN,False
BJECF,False
GETVF,False
MPFRF,False
TRJGF,False
VRVR,False
ARHCF,False
EMBR,False
NIPNF,False
CNECF,False
XPLR,False
GYSN,False
BKFCF,False
ATOR,False
CMCLF,False
MTAUF,False
EIPC,False
CRGH,False
SUSMF,False
JPPTY,False
DLPTF,False
DTRO,False
LRBI,False
BTABF,False
JNHMF,False
SOLLY,False
HZBRF,False
DBGF,False
NWSZF,False
FXCOF,False
MNICF,False
GJST,False
GCXXF,False
VYYRF,False
VMTF,False
RECAF,False
OCNB,False
NUWHF,False
MSCRF,False
MHNLF,False
DSUS,False
FPAFY,False
FCTI,False
NNMIF,False
BESVF,False
SKFG,False
TKGL,False
LBRDB,False
GRMHF,False
BNPJY,False
MCKAF,False
CPYT,False
PLAZF,False
PHSL,False
GMBKF,False
EXCE,False
APLVF,False
EMLL,False
VSYNF,False
CABJF,False
AHCLF,False
TCISF,False
SZDEF,False
SENEL,False
HCPHY,False
TRRVF,False
TKFHY,False
TRPS,False
EVLLF,False
SRVTF,False
VIEWF,False
ELIXF,False
IPEU,False
CNLTL,False
REPYF,False
AOLS,False
TBTC,False
AOTUF,False
GLCO,False
BOREF,False
JEXYY,False
GVHIB,False
IMNPQ,False
UCSO,False
DAVNF,False
DVDDF,False
PTJTF,False
KOTMY,False
AVTLF,False
WEGOF,False
EBKOF,False
GLTVF,False
IBDRY,False
THYCF,False
OUTFF,False
GNZR,False
MTGCF,False
OLFC,False
PHRRF,False
AMBFF,False
SIGL,False
IVVPF,False
ISVG,False
NHPEF,False
FBIHF,False
NXFNF,False
NCCGF,False
DVLP,False
IRPSY,False
NRPR,False
WOFA,False
ASMXF,False
ESQF,False
RWCRF,False
PDOS,False
HZNFF,False
PTSH,False
EMSQF,False
FPPP,False
SWLFF,False
NTTCF,False
TTNN,False
SESPF,False
NHOXF,False
DLMI,False
TJBH,False
AHNMF,False
ZHEXF,False
ALPMF,False
CCORF,False
CLOQ,False
HBSI,False
IQEPF,False
CCVAJ,False
HEOFF,False
LYRTF,False
EGIEY,False
REBL,False
RMIAF,False
NWRLY,False
CLVCF,False
BANI,False
SHMDF,False
PRPS,False
VIZC,False
SURVF,False
IWTNF,False
CHKAQ,False
PNSPF,False
HMDCF,False
CMAKY,False
PLPL,False
SHKEF,False
GKPRF,False
MALDF,False
LGNC,False
GNCGF,False
SLNCF,False
CLIUF,False
LEFUF,False
VMTHF,False
GCHOY,False
WKGFF,False
ASGTF,False
VLNVF,False
SFCO,False
IBIDY,False
SZNTF,False
FLNDF,False
SGHIY,False
VOLVF,False
SILS,False
YUMAQ,False
IACYF,False
GMKKY,False
CLRD,False
UTGPF,False
IDZAF,False
BRZV,False
HUTN,False
EXCLF,False
HGYN,False
TKOBF,False
BOPFF,False
STHZF,False
KMWE,False
CNBKB,False
JPPHY,False
FMCCJ,False
ESAKF,False
BBAGF,False
ESYL,False
SEXHF,False
FECCF,False
NPRLF,False
DRRKF,False
SCPKF,False
LONKF,False
TGASY,False
DZCA,False
CBTN,False
NYOM,False
CPNBQ,False
HCXLF,False
LYBC,False
HLDVF,False
TZLTF,False
MGNT,False
JGLCF,False
HAYPY,False
ULNV,False
COLUF,False
GRRB,False
CNAUF,False
AFSIM,False
LLEIF,False
PEASF,False
KYUNF,False
RVVES,False
ELCPF,False
MGAG,False
ASCCF,False
TAOIF,False
PFHO,False
NXNN,False
SWCC,False
FECOF,False
GGAMF,False
CNUTF,False
CCGY,False
UGLDF,False
MVVYF,False
CREAY,False
CNPAF,False
AOCIF,False
EHVVF,False
TRCK,False
DLICY,False
TPNTF,False
RNECF,False
FRLSY,False
LVLV,False
GRPOF,False
FQVTF,False
FGCN,False
FNDOY,False
NWHAF,False
NNRX,False
KONA,False
NPHC,False
EUBG,False
PKSGY,False
WDBQA,False
FBDHY,False
ILIAY,False
SVJTY,False
KDCXF,False
APRM,False
SSFT,False
ENDRF,False
ECIA,False
SRMX,False
SWMD,False
HTHC,False
BLYFF,False
LFPI,False
TSLMF,False
SSLLF,False
TMLL,False
RRTS,False
SHMZF,False
PURE,False
FELTY,False
RNHEF,False
EDRVY,False
AGGX,False
PRRSF,False
LIOPF,False
VCCLF,False
CNWHF,False
KBSR,False
UGHL,False
SKCBY,False
WCUFF,False
INTI,False
LRGR,False
RLBD,False
KTHGF,False
AVIJF,False
KJFI,False
PNXGF,False
MVNT,False
DGIX,False
BRLL,False
ZENO,False
SFFYF,False
SIACF,False
LNBY,False
BCNAY,False
IBIDF,False
VTEQ,False
ELSSF,False
ATEPF,False
BURCA,False
KYWAF,False
FPLPF,False
ILCM,False
ACKDF,False
ENTEF,False
XTRXF,False
NPPTF,False
ATONY,False
GAMN,False
BPZZF,False
FTWYY,False
APLUF,False
ADZCF,False
ZGXNF,False
PBHG,False
SHZNF,False
EVSBY,False
PFFOF,False
EGRAY,False
DVAR,False
CBRF,False
TISDZ,False
DLMAF,False
LGTHF,False
LGZDF,False
ACCR,False
GBDX,False
ALPGF,False
VLTRF,False
PBKX,False
EQTE,False
CPFH,False
QIAN,False
NMGX,False
KFMNF,False
AMLH,False
BDORY,False
REEMF,False
GNPG,False
MJDS,False
SWGNF,False
AWLNF,False
CRWOF,False
CPVNF,False
REAYS,False
ICBIF,False
BSPDF,False
BZQIF,False
GIGNF,False
TLTZY,False
HNSPF,False
DFRYF,False
WHEN,False
EPGRQ,False
TPGTF,False
LNZNF,False
INVU,False
RTMAF,False
CNEWF,False
YSHOF,False
JUKCF,False
MNYMF,False
GWEFF,False
PLMNF,False
CTLGF,False
FAME,False
GBLBF,False
GOOXF,False
WELPM,False
PVMCF,False
AMNE,False
CGCO,False
AURQF,False
FQCC,False
SNNVF,False
HULCF,False
HAATF,False
SMAS,False
BBMPY,False
ROWC,False
NNGRF,False
CUSI,False
QBBHY,False
WEIGF,False
ZHDM,False
PCVFF,False
IEMXF,False
SSREF,False
TGOPF,False
VSSSF,False
TVIXF,False
WNWG,False
LUVU,False
BNMDF,False
ROBK,False
TEUM,False
CRDV,False
IXSRF,False
SHANY,False
YUZHQ,False
MARUY,False
RGNNF,False
VSYS,False
TNGL,False
ASWRF,False
SHMUF,False
IVREF,False
MWAYF,False
JYUAF,False
EDGS,False
ITONF,False
HANCF,False
IWETU,False
HUMDF,False
ASGXF,False
YPPN,False
JJOFF,False
WTCZF,False
MGUY,False
BLFDF,False
ORYX,False
LPTC,False
ENLAY,False
MSFN,False
TRUA,False
CPYYF,False
TRXO,False
CCGN,False
VOLAF,False
ATGAF,False
MMCP,False
ANTGF,False
ANSLY,False
ISAPF,False
STBEF,False
PTBKF,False
WDRP,False
SVAD,False
ATCLF,False
CCHBF,False
SOIFF,False
NTAI,False
TEPBF,False
THNUY,False
XTERF,False
MOPLF,False
STREF,False
MEDGF,False
SQNXF,False
STJPF,False
REANS,False
PMDKY,False
ONVRF,False
HLFGY,False
VNTN,False
RKUNF,False
SPPJY,False
PCHUY,False
UUSAF,False
FOMNF,False
OPMZ,False
LVTSF,False
TYHOF,False
ENHD,False
SNLAF,False
THXPF,False
CMPVF,False
BLWYY,False
AITVF,False
EICAF,False
ISXPF,False
IVCO,False
SDNI,False
PGAS,False
UTRX,False
PPMT,False
SKHSF,False
AIRRF,False
ERNXY,False
RKFL,False
AYYLF,False
IRJHF,False
OART,False
CTOUF,False
HPKER,False
APNHY,False
EURI,False
WHGOF,False
SCCRF,False
UMCN,False
SYXZF,False
MTLK,False
CGBLF,False
JASNQ,False
IPSOF,False
NGKSY,False
PTIZF,False
SYHO,False
CMECF,False
GSPI,False
GRNBF,False
HGLD,False
BZZUY,False
LSXEF,False
CWPE,False
DJXMF,False
FMCCT,False
OBDCF,False
SPAEF,False
PTLF,False
SYRVF,False
ORXOY,False
PYHOF,False
GOCH,False
TCCO,False
MSVTF,False
SMBVF,False
PAXH,False
NVTRQ,False
AJINF,False
KARX,False
WDGJF,False
JMSFF,False
KGHPF,False
HKBT,False
GXXY,False
ETTYF,False
VLKAF,False
ALLWF,False
PPCQ,False
GRLRF,False
MMDDF,False
SNNJF,False
VNORP,False
HLDRF,False
FWDG,False
ARCNF,False
TBNGY,False
AXRX,False
XDWFF,False
CYCA,False
TESLU,False
MEIJF,False
OPCGF,False
PBTDF,False
OBTC,False
LMPRF,False
EIZOF,False
CBLUF,False
EFGIF,False
NVSHF,False
OECPF,False
APAJF,False
FTPM,False
GMDMF,False
PBYBF,False
ALFDF,False
NONEF,False
MMNFQ,False
CNRD,False
NRDLF,False
YIKWF,False
SNMSF,False
NOBGF,False
IJSHF,False
SCIXF,False
NSPT,False
LXRBF,False
CGCLF,False
CADLF,False
UBSMF,False
HNCUF,False
MTLZF,False
IUTIL,False
GETH,False
HRUFF,False
SNNUF,False
MEKTF,False
CHKR,False
IGPK,False
TRAUF,False
NNBXF,False
XSPUF,False
SPRRY,False
INEOF,False
FLGZY,False
RSTAY,False
GSSRF,False
GEODF,False
BFGX,False
QNBC,False
SKUFF,False
BSDGF,False
OMLAF,False
PBIGF,False
FCNCB,False
ARHN,False
SFDMY,False
APPB,False
CBCPQ,False
TXHE,False
ATONF,False
KKPCF,False
GLYE,False
TGOLF,False
TKSNF,False
BRCOQ,False
ALTB,False
STLB,False
TKECY,False
SBLOF,False
TAPP,False
FMCKK,False
HAWLN,False
TOSKF,False
USDC,False
JCTG,False
TZROP,False
THGHY,False
GOKFF,False
UVRBF,False
MFON,False
MKHVS,False
PTTMF,False
JLMCQ,False
NXTFF,False
IONI,False
CGHLF,False
CYMBF,False
EULIF,False
FBGGF,False
STTFF,False
NTCXF,False
ATHOF,False
BRST,False
NACQQ,False
IONAF,False
RVLTF,False
YMAIF,False
EGDD,False
CMXHF,False
KOZZF,False
OGDCF,False
UNBLF,False
CYMHF,False
TNSGF,False
BNOEF,False
BMQWF,False
MNBO,False
DGEAF,False
MDMP,False
EBINF,False
WMDH,False
NGCG,False
SGOO,False
ACHN,False
BLGCF,False
APHD,False
TLCC,False
SLTQY,False
GPHOF,False
BKNIY,False
MSPVF,False
BRGX,False
CPIVF,False
QPMLF,False
ZEOOY,False
WSDTF,False
NTCHF,False
VCKVF,False
FDIAY,False
RKMSF,False
PACDQ,False
KOGL,False
CUYTF,False
HKBV,False
MSNVF,False
FUGI,False
IRDEF,False
BLEG,False
WHTGF,False
TGSI,False
ELRA,False
FGRBF,False
JNEXF,False
UNPSF,False
AUKNY,False
BWVI,False
GPKUF,False
GUESF,False
FNEVF,False
FTROF,False
TDGKF,False
CPKF,False
RNNCF,False
VNCKF,False
VEFFF,False
NNCHF,False
YTOEF,False
AVBH,False
EFIN,False
EVSO,False
PCHK,False
MRPI,False
LLKKF,False
HNNMY,False
TDCAF,False
AAYYY,False
PLLWF,False
SGIOF,False
RSAM,False
NVRVF,False
TGMPF,False
SBES,False
JPRRF,False
LGGNF,False
CORG,False
NEOJF,False
OPGX,False
CBAOF,False
SPRS,False
ZLDAF,False
NHHS,False
LHIL,False
VDKB,False
ECDD,False
DBXTF,False
ARTM,False
FIEC,False
NBPVF,False
PCACF,False
SARDF,False
GEFI,False
BDMXY,False
MDFZF,False
ARRPY,False
ESRCF,False
SIPC,False
ERFB,False
CLIS,False
AHLAS,False
MZHOF,False
TDCB,False
HMENF,False
BMXMF,False
AMCCF,False
EVKIF,False
CNDD,False
STGGQ,False
FRMB,False
JBZY,False
HCMLY,False
SOCLF,False
NUNZ,False
NNBP,False
IMYSY,False
XNNHQ,False
FMANF,False
CESTF,False
ITRX,False
IBRRF,False
SUUIF,False
CFCGY,False
NCFFF,False
CROMF,False
MPHD,False
PDXP,False
PACQF,False
ORAGF,False
MRES,False
AIFM,False
SMHRY,False
SWPRF,False
VOHO,False
NXGB,False
BKMNF,False
EPOR,False
YZCFF,False
IBXS,False
LSRCF,False
BKRKF,False
GNOW,False
LPKFF,False
CHJI,False
STHC,False
ATGSF,False
ICPBQ,False
NPCUF,False
ARAFF,False
TWSI,False
SASDQ,False
RCLFF,False
SBMSF,False
HTSF,False
RGLXF,False
RSHPF,False
VIMGF,False
FGHQF,False
NFPC,False
CGGGF,False
SDUSF,False
HSFI,False
PHBBF,False
FMCKL,False
PTTBF,False
LRDC,False
KLTHF,False
CSPKF,False
HLUBF,False
MDDM,False
EIGH,False
CATPF,False
OLMIY,False
ALTPF,False
DVNHF,False
PTBBU,False
STPGF,False
IPXAF,False
SKYI,False
IMJX,False
ICOA,False
ADBGF,False
ERILQ,False
RSCGS,False
ATTGF,False
SVDN,False
XTEG,False
AXBSF,False
ADCV,False
RVLT,False
CVCBY,False
SCBS,False
CHLLY,False
LDXHF,False
NMAKF,False
ORBT,False
ATHC,False
OTMJS,False
CDXTF,False
FIRRY,False
BSRUF,False
DKDRF,False
JBHIF,False
WINSF,False
BKTXF,False
IMWEF,False
CTJHY,False
HTPRF,False
HYHHF,False
BLLSF,False
AQUI,False
VOYT,False
PTFRF,False
IRBBY,False
IPHLF,False
SMMR,False
PSHPF,False
FIZN,False
MTPVY,False
GMALY,False
USLG,False
TOMYY,False
ALVOF,False
TBIO,False
EAUSF,False
NIPCF,False
FAXXF,False
ISVAF,False
TEGLF,False
HDII,False
OSCI,False
OISXF,False
STZU,False
KNRLF,False
VIVC,False
RTNTF,False
PGIE,False
GRCLF,False
VIVGS,False
UCAPF,False
BDWGP,False
ITMMF,False
BJTRF,False
ILUS,False
HAMRF,False
KKPNY,False
ELECF,False
FPRGF,False
HESG,False
ORYYF,False
BRLXF,False
QREE,False
OMMSF,False
WSTN,False
WINR,False
PHWBF,False
FLYLF,False
KCRD,False
SNMRY,False
CLKXF,False
LLKVS,False
CSTJ,False
POTTF,False
SURRF,False
PNBC,False
VONHF,False
GVFGU,False
FAXRF,False
RNWEF,False
FSNUF,False
BZZUF,False
SBBSF,False
CPOIF,False
MACQF,False
FUAPF,False
NHMD,False
KMSWF,False
RENU,False
YONXF,False
GDDFF,False
OIEXF,False
HLFDF,False
GRSO,False
CUCSF,False
PGWFF,False
APXYY,False
JFBC,False
GALOF,False
PKCPF,False
ETUGF,False
OGSTS,False
CCPTF,False
MDCKF,False
AHLOS,False
NSTKF,False
YUEIY,False
MFST,False
MNBRF,False
ERMAF,False
TYIDY,False
AECFF,False
MTLHF,False
AITX,False
PTPPF,False
MHPSY,False
COFUF,False
RMGGF,False
PRRVF,False
FNBT,False
CMTDF,False
MKMLF,False
CLLLF,False
LCRE,False
AHLNS,False
SERKF,False
TMILF,False
WSZWF,False
CGMLF,False
CYBD,False
ITHDF,False
TGRR,False
IPWLG,False
HSTC,False
ALTD,False
PHCI,False
CBLO,False
SRAMF,False
TLSS,False
MSMY,False
ONBI,False
VEXTF,False
ARYX,False
AKSJF,False
DCHCF,False
AXIIF,False
892ESC0A3,False
TTGPF,False
BWMTF,False
EMSNF,False
DMTRF,False
BWNGF,False
WERU,False
SENR,False
VLMZF,False
LUPTF,False
REXHF,False
HNRDF,False
AZZRY,False
OCTHF,False
IOWFF,False
JTCPF,False
QMIS,False
TRYXF,False
AFSIB,False
TATLY,False
PRYMF,False
FMBM,False
RCHA,False
IGBSF,False
CMIT,False
ZRSEF,False
CRLBF,False
HYMTF,False
SOUTF,False
GIGI,False
PYNKF,False
FESNF,False
NGUGF,False
PFOH,False
OUKPF,False
GABA,False
AVXT,False
MRPZF,False
LNTEF,False
EEYUF,False
URAL,False
JASUF,False
HYPMY,False
RVLCF,False
TMXLF,False
KSHOF,False
VYGPF,False
GRCO,False
HMTLY,False
LSMNF,False
AERGP,False
ACEYY,False
ZLIOY,False
RPKYS,False
PRESF,False
LNXW,False
AMTY,False
CLBEY,False
WSTTF,False
EDYYF,False
FFBB,False
NRNXF,False
FLTCF,False
KBCSF,False
AOREF,False
GPMTF,False
DNTUF,False
EXXRF,False
KPEA,False
YCQH,False
TSRYF,False
HKBNY,False
SXLBF,False
ZLNWF,False
RHWI,False
FRRFF,False
HWTHF,False
CBUDY,False
FMCCG,False
VBVT,False
AFNL,False
HGYMF,False
KRIDF,False
OTCM,False
CLRSF,False
ASAZF,False
RRHBS,False
MKEWF,False
TXWHY,False
SOMC,False
PRWYF,False
NIPKF,False
FOVSY,False
PMEA,False
DLAD,False
FPLF,False
KSBI,False
NSLYF,False
GENSF,False
CROOF,False
YAMNF,False
PBSFY,False
RGDFF,False
GERFF,False
MHIVF,False
RLBY,False
BSFFF,False
ECMH,False
MCOIF,False
EGRNF,False
ZHAOF,False
ESYSF,False
JMON,False
MMTRS,False
XROLF,False
LYXUF,False
PPTL,False
GECFF,False
TKFOY,False
MGGI,False
AILIN,False
UNPPY,False
SNTX,False
IIFIF,False
FTRS,False
SFFLY,False
ELMTY,False
DADTF,False
NLVVF,False
VNPKF,False
EMBYF,False
ALVSF,False
ITMC,False
QULLF,False
SAMZF,False
BTUMF,False
LENSF,False
SXOOF,False
RBSH,False
HRAL,False
ZGSI,False
MUTM,False
SSUR,False
WRFRF,False
BNPQY,False
FUIZF,False
TAISF,False
SHNWF,False
RSSMS,False
UCCPF,False
CSTI,False
CGXYY,False
BNGLF,False
RBMNF,False
MTTGF,False
BBAJF,False
ZOJIF,False
CWGL,False
PBYA,False
TIAJF,False
SPNZF,False
LAUCF,False
BKAHF,False
NTPL,False
HDVTY,False
PRCRF,False
LGHMF,False
TNHDF,False
CMOT,False
SAAFF,False
BOLL,False
XMSCF,False
HMMLF,False
MDIBF,False
CANB,False
SPXCF,False
NMTAY,False
OSGCF,False
ADDLF,False
INQQF,False
BKSGF,False
CNDHF,False
AZWSF,False
KCIGF,False
REVVF,False
ASFJ,False
TAVKF,False
WTKN,False
HRTT,False
KOYJF,False
UCBJY,False
YORI,False
KHNGF,False
SCST,False
BLEVF,False
ASKH,False
AQUEF,False
NRSCF,False
FTBGF,False
TAYO,False
SGGFF,False
BPIRY,False
FSSTF,False
JGHG,False
SPAUF,False
SHLRF,False
TOPPY,False
CURUF,False
FIDS,False
PNNCU,False
RBZHF,False
AZURF,False
WCBH,False
DBOXF,False
ITGDF,False
DTII,False
NPCPF,False
HMCTF,False
HPNN,False
UNIR,False
CIHPF,False
STVA,False
NDVR,False
BSENF,False
CCCP,False
IMMQF,False
GLIIF,False
EQTRF,False
SHIHF,False
BALDF,False
CDEXF,False
GBUX,False
PGDDF,False
PCRDF,False
GRLT,False
PFFVF,False
KBPH,False
OLMM,False
SWRHF,False
CNINF,False
KOSK,False
AUXIF,False
HOYFF,False
AHLPS,False
NEVDQ,False
LGCLF,False
ALTUF,False
AIAGY,False
VUVAF,False
ETCK,False
DNAG,False
TRLC,False
EHOS,False
YKYOF,False
CELX,False
TDBOY,False
SSCFF,False
BKESY,False
WCHD,False
PMMAF,False
CCOZY,False
PLLTL,False
CRARY,False
AYHC,False
LSYN,False
ARRAF,False
DAWUF,False
EREPF,False
ICHMF,False
PWRHF,False
XCPT,False
UMGNF,False
CTHAY,False
STINF,False
TSNI,False
ACUS,False
MDNWF,False
ARDNF,False
WTLLF,False
HAON,False
CIAU,False
BRVFY,False
IOOXF,False
SPIZF,False
NTPR,False
XTRSF,False
ENGCF,False
CHRUF,False
AACAF,False
023CNT025,False
CITAF,False
IHSRF,False
PPCCY,False
XMBBF,False
TNCMF,False
LRDSF,False
LYLP,False
MBPFF,False
ISMAY,False
NXCR,False
WACMF,False
DIFTY,False
VRGFF,False
SLVFF,False
OCTPF,False
YMFCF,False
CAMRF,False
AMRA,False
ACMB,False
TRUFF,False
MGCV,False
CIBH,False
RPGRF,False
MEITF,False
NFLDF,False
ELNX,False
MYTHF,False
LMSBF,False
ATGPF,False
SSDVF,False
ENDI,False
HYPRF,False
FGELF,False
OROCF,False
SGTB,False
SIIXF,False
AIFS,False
ANIOY,False
SPHXF,False
GLWLF,False
PHPPY,False
RDGA,False
FRTG,False
CHEAF,False
SPTTY,False
IRESF,False
DBXXF,False
IVLRF,False
SVOSF,False
HENC,False
GLBRF,False
CREOF,False
PBMFF,False
SLCJY,False
OGSKS,False
FAURY,False
AMHLF,False
BIXT,False
LEGIF,False
BAYZF,False
SNGNF,False
SLNX,False
IUSDF,False
TONR,False
NCSYF,False
OPSSF,False
RSEHS,False
ECUI,False
AGRPF,False
OVACF,False
DNPUF,False
XLISF,False
TYKIF,False
PRTDF,False
RTRFF,False
APRDN,False
BCHHF,False
NCHNF,False
HFGVF,False
CHAEF,False
DCMJF,False
OZMLF,False
NTCPF,False
GNGYF,False
GAEX,False
HLMAF,False
TANVF,False
CMPGF,False
WEEEF,False
WYGPY,False
SBRKF,False
CKHGY,False
LTSK,False
JACO,False
BDOUF,False
MAHI,False
AQQSQ,False
OATN,False
ACHKF,False
HLMNY,False
QNTA,False
PSTRQ,False
LSMWS,False
MHTX,False
GOOI,False
UNIF,False
AMGXF,False
AXTC,False
BJWTF,False
MDP,False
AYAG,False
BYDIY,False
FTSP,False
ICETF,False
CEFC,False
GUKYF,False
VPRIF,False
TORVF,False
HCIIP,False
FGCO,False
SEII,False
LUDG,False
HCSPF,False
GRST,False
NLFKF,False
CIBEY,False
LFBCF,False
PCMC,False
PYBX,False
010ESC036,False
PBNC,False
PBKC,False
FBCD,False
GVXXF,False
ELEK,False
MILFF,False
AONNY,False
PCNEF,False
CHBKF,False
GRPS,False
IBGAF,False
SHERF,False
OTGVS,False
SGER,False
WARAF,False
LTTZF,False
IUVDF,False
PLSDF,False
NICXF,False
IEMBF,False
KLGG,False
OCINF,False
CVVTF,False
AGTT,False
IFLM,False
OTCNS,False
NAUFF,False
LKSB,False
TIEUF,False
MCCK,False
SEUSF,False
STSFF,False
PLFRF,False
VGWEF,False
MYBF,False
BKUTK,False
XITO,False
IVMKF,False
GBPT,False
ABVG,False
SFYLF,False
NXPRF,False
HSHPF,False
RMISF,False
MECVF,False
JRONF,False
ADWYF,False
PTNAF,False
SKSK,False
YKLTF,False
BKUT,False
JSCPY,False
PLYFF,False
SYXTF,False
NAVVF,False
RELOF,False
VDMCY,False
VARRY,False
OGLLS,False
APPM,False
HCEI,False
ARAUF,False
DELRF,False
HRGN,False
ISVBF,False
RVRHF,False
SAAX,False
AGTX,False
CFTLF,False
CHYCF,False
SYHLF,False
RSHHS,False
CWLPF,False
TRKYY,False
RPGRY,False
AEEI,False
XNGIF,False
ICHPY,False
EICSF,False
SBWFF,False
FMFB,False
TTIRF,False
SHLZF,False
SOMMF,False
BCDS,False
TRVR,False
SNLGF,False
GEDUF,False
DPSTF,False
MARUF,False
TVIPF,False
OUECF,False
AGYTF,False
MLMN,False
CCCI,False
ISFUF,False
CNCN,False
HKUOY,False
TEKXF,False
KGSPY,False
BTGN,False
BUGLF,False
NCEN,False
CAGR,False
PERL,False
UCPC,False
THLPF,False
YDRMF,False
XNGSY,False
TELDF,False
PMETF,False
CRBBF,False
FUPEY,False
BIONQ,False
PIPI,False
PMMFF,False
CEWCF,False
LTHIF,False
AOGC,False
PMKY,False
ALPIB,False
KYCCF,False
IVNFF,False
SPOWF,False
CLEV,False
CWPWF,False
RBTK,False
OLOXF,False
AVFCF,False
USNNF,False
INCPY,False
AJXGF,False
BRSE,False
USAE,False
TORM,False
AKZOF,False
OMVE,False
CWBHF,False
HYCBF,False
ZOONF,False
OGDGF,False
IAHL,False
SSMFF,False
PCILF,False
CHLWF,False
PRYMY,False
KGTFY,False
ALRY,False
SHVTF,False
BHGCF,False
CKSNY,False
FRPAF,False
CRWTF,False
FXTGY,False
IHGP,False
DYNDF,False
ADTM,False
ROWKF,False
CABT,False
CRAYF,False
YSHLF,False
GFIOF,False
DWHHF,False
YGMTF,False
AILTF,False
SONVY,False
JJCTF,False
IHSEF,False
SUGR,False
YLDGF,False
KNTTF,False
NTSFF,False
DRCAF,False
ARTNB,False
MAANF,False
PPRUF,False
OTPMF,False
ZUSFF,False
GSHN,False
VLPNF,False
TSPPF,False
LTHO,False
DJSCF,False
GGGSY,False
LRCDF,False
PAFRY,False
IRSVF,False
HPHTF,False
ABLT,False
WICOF,False
IOUUF,False
LNDUS,False
LEBGF,False
PSAHF,False
TMXN,False
HARL,False
MCQEF,False
MNAT,False
AEVEF,False
SPXSF,False
CDPYF,False
SFIN,False
PXPP,False
GARWF,False
SGACF,False
IDLM,False
JMPHF,False
CPPCY,False
ITBDF,False
WTRO,False
BEOB,False
XNGSF,False
ONAR,False
PHPMF,False
GPEAF,False
CUKPF,False
WSPPU,False
MNNGF,False
UEPEN,False
ALTHF,False
PVSP,False
FMCQF,False
HXXPY,False
HTRC,False
WLDBF,False
HHEGF,False
MREOF,False
SGGKF,False
EMOC,False
TKCI,False
GLCC,False
SSAAF,False
GRNTF,False
IRIDQ,False
EDGM,False
RXEEY,False
SUFF,False
AFFN,False
CMZOF,False
ATBHF,False
RSCLS,False
KARE,False
LCAR,False
CESSF,False
HNLGF,False
LNEGY,False
KWHAF,False
AILLP,False
RIVMF,False
BSGC,False
SPNX,False
WZZZY,False
TLLZF,False
SLGWQ,False
CYPXF,False
VYEY,False
ANSLF,False
FDDMF,False
VITYY,False
NSTM,False
SDSYA,False
CSLI,False
SMRN,False
BKFG,False
EADSF,False
NDTP,False
GPOLF,False
CHMCF,False
SAFLY,False
EBBNF,False
ALZPF,False
PUMSY,False
CLFMF,False
SECUF,False
LAGR,False
MPHX,False
AECX,False
PVTTF,False
WTBCF,False
CYBF,False
YSHCF,False
ESKYF,False
SRNXF,False
BRBYF,False
CCTTF,False
SCRYY,False
NHEL,False
RLGDF,False
BWLKF,False
EMMRF,False
TSCAF,False
ITMZF,False
CWAFF,False
STTH,False
GLCNF,False
NBTRF,False
BSSP,False
CSSV,False
FNBM,False
PTAYF,False
INNI,False
MKRYF,False
HXPLF,False
PHLI,False
ABSSF,False
SPFX,False
TCGN,False
QZMRF,False
HYSNF,False
CLDR,False
SFBQF,False
GLUX,False
TMBXF,False
ALPC,False
GXXFF,False
SCVPF,False
KDKWF,False
VICP,False
FHRT,False
PHYMF,False
TDSGF,False
ZSHGY,False
BLHWF,False
SAKL,False
AAAIF,False
AHLKS,False
VIVXF,False
CFRI,False
VSMR,False
GBCS,False
MENI,False
FTMRQ,False
ONVVF,False
MJNA,False
GUONF,False
GLVHF,False
STZHF,False
QNMDF,False
EVAI,False
SSSEF,False
YZCHF,False
GLWHF,False
SUPGF,False
BCHG,False
BUDZ,False
MDRA,False
CGSI,False
RSPDS,False
CAGU,False
CRLFF,False
AMXX,False
FHGDF,False
NWCI,False
NSGDF,False
GAMCF,False
GGBBF,False
WDKA,False
NLST,False
CBKCQ,False
LGSXY,False
BCEXF,False
PARF,False
ASLRF,False
DMSI,False
WTNW,False
URYL,False
ISMMF,False
RSASS,False
WBBW,False
VGRSF,False
BLHK,False
RSEOS,False
IPIX,False
CLAM,False
YRLLF,False
ASGLY,False
ECLMF,False
TACBY,False
NXMR,False
ARRKF,False
LTHCF,False
SWRBF,False
IMPPF,False
RRHDS,False
SWRL,False
RDEIF,False
DYNGF,False
RCDTF,False
BLKXF,False
PTBPF,False
IGNT,False
WIFT,False
TNRG,False
UCBJF,False
TOSCF,False
CMMCF,False
DECN,False
SDNSF,False
FIND,False
REVNF,False
JRHHY,False
TXGWU,False
CNCC,False
AOOO,False
ICHGF,False
INSD,False
CWLDF,False
VKSC,False
FRHLF,False
RBMTF,False
EQUGF,False
SZENF,False
RADR,False
INVUP,False
HSHZY,False
DCAC,False
RKICF,False
CGDI,False
TRGGF,False
FLNCF,False
DVDR,False
WLFFF,False
KKKUF,False
NODC,False
KHEXF,False
IVBT,False
RBTI,False
ONFA,False
HSTG,False
HCBP,False
RETC,False
TGDLF,False
VARNF,False
DPAT,False
PTPKF,False
RMIL,False
ASDN,False
SKHCF,False
LPBC,False
JHIUF,False
CHYUF,False
SYMQY,False
